voto,dep. federal,partido,estado,img
Baleia Rossi,Leo de Brito ,PT,AC,https://arte.estadao.com.br/public/placar/img/voter/178825.jpg
Baleia Rossi,Leonardo Monteiro ,PT,MG,https://arte.estadao.com.br/public/placar/img/voter/74156.jpg
Baleia Rossi,Maria do Rosário ,PT,RS,https://arte.estadao.com.br/public/placar/img/voter/74398.jpg
Baleia Rossi,Marília Arraes ,PT,PE,https://arte.estadao.com.br/public/placar/img/voter/204428.jpg
Baleia Rossi,Merlong Solano ,PT,PI,https://arte.estadao.com.br/public/placar/img/voter/188097.jpg
Baleia Rossi,Nilto Tatto ,PT,SP,https://arte.estadao.com.br/public/placar/img/voter/178986.jpg
Baleia Rossi,Odair Cunha ,PT,MG,https://arte.estadao.com.br/public/placar/img/voter/74159.jpg
Baleia Rossi,Patrus Ananias ,PT,MG,https://arte.estadao.com.br/public/placar/img/voter/74160.jpg
Baleia Rossi,Paulão ,PT,AL,https://arte.estadao.com.br/public/placar/img/voter/171617.jpg
Baleia Rossi,Paulo Teixeira ,PT,SP,https://arte.estadao.com.br/public/placar/img/voter/141488.jpg
Baleia Rossi,Professora Rosa Neide ,PT,MT,https://arte.estadao.com.br/public/placar/img/voter/204467.jpg
Baleia Rossi,Reginaldo Lopes ,PT,MG,https://arte.estadao.com.br/public/placar/img/voter/74161.jpg
Baleia Rossi,Rejane Dias ,PT,PI,https://arte.estadao.com.br/public/placar/img/voter/178925.jpg
Baleia Rossi,Rubens Otoni ,PT,GO,https://arte.estadao.com.br/public/placar/img/voter/74371.jpg
Baleia Rossi,Rui Falcão ,PT,SP,https://arte.estadao.com.br/public/placar/img/voter/73604.jpg
Baleia Rossi,Valmir Assunção ,PT,BA,https://arte.estadao.com.br/public/placar/img/voter/160610.jpg
Baleia Rossi,Vicentinho ,PT,SP,https://arte.estadao.com.br/public/placar/img/voter/74283.jpg
Baleia Rossi,Waldenor Pereira ,PT,BA,https://arte.estadao.com.br/public/placar/img/voter/160569.jpg
Baleia Rossi,Célio Studart ,PV,CE,https://arte.estadao.com.br/public/placar/img/voter/204488.jpg
Baleia Rossi,Enrico Misasi ,PV,SP,https://arte.estadao.com.br/public/placar/img/voter/204537.jpg
Baleia Rossi,Professor Israel Batista ,PV,DF,https://arte.estadao.com.br/public/placar/img/voter/204383.jpg
Baleia Rossi,Joenia Wapichana ,REDE,RR,https://arte.estadao.com.br/public/placar/img/voter/204468.jpg
Baleia Rossi,Paulo Pereira da Silva ,Solidariedade,SP,https://arte.estadao.com.br/public/placar/img/voter/141518.jpg
Luiza Erundina,Áurea Carolina ,PSOL,MG,https://arte.estadao.com.br/public/placar/img/voter/204509.jpg
Luiza Erundina,Fernanda Melchionna ,PSOL,RS,https://arte.estadao.com.br/public/placar/img/voter/204407.jpg
Luiza Erundina,Glauber Braga ,PSOL,RJ,https://arte.estadao.com.br/public/placar/img/voter/152605.jpg
Luiza Erundina,Ivan Valente ,PSOL,SP,https://arte.estadao.com.br/public/placar/img/voter/73531.jpg
Luiza Erundina,Luiza Erundina ,PSOL,SP,https://arte.estadao.com.br/public/placar/img/voter/74784.jpg
Luiza Erundina,Marcelo Freixo ,PSOL,RJ,https://arte.estadao.com.br/public/placar/img/voter/76874.jpg
Luiza Erundina,Sâmia Bomfim ,PSOL,SP,https://arte.estadao.com.br/public/placar/img/voter/204535.jpg
Luiza Erundina,Talíria Petrone ,PSOL,RJ,https://arte.estadao.com.br/public/placar/img/voter/204464.jpg
Luiza Erundina,Vivi Reis ,PSOL,PA,https://arte.estadao.com.br/public/pages/dn/gz/q7/0e/o2/40/outros-candidatos.png
Van Hattem,Adriana Ventura ,NOVO,SP,https://arte.estadao.com.br/public/placar/img/voter/204528.jpg
Van Hattem,Alexis Fonteyne ,NOVO,SP,https://arte.estadao.com.br/public/placar/img/voter/204516.jpg
Van Hattem,Gilson Marques ,NOVO,SC,https://arte.estadao.com.br/public/placar/img/voter/204365.jpg
Van Hattem,Lucas Gonzalez ,NOVO,MG,https://arte.estadao.com.br/public/placar/img/voter/204523.jpg
Van Hattem,Marcel van Hattem ,NOVO,RS,https://arte.estadao.com.br/public/placar/img/voter/156190.jpg
Van Hattem,Paulo Ganime ,NOVO,RJ,https://arte.estadao.com.br/public/placar/img/voter/204461.jpg
Van Hattem,Tiago Mitraud ,NOVO,MG,https://arte.estadao.com.br/public/placar/img/voter/204519.jpg
Van Hattem,Vinicius Poit ,NOVO,SP,https://arte.estadao.com.br/public/placar/img/voter/204532.jpg
Fábio Ramalho,Fábio Ramalho ,MDB,MG,https://arte.estadao.com.br/public/placar/img/voter/141427.jpg
Fábio Ramalho,Júlio Delgado ,PSB,MG,https://arte.estadao.com.br/public/placar/img/voter/73586.jpg
Alexandre Frota,Alexandre Frota ,PSDB,SP,https://arte.estadao.com.br/public/placar/img/voter/204544.jpg
André Janones,André Janones ,Avante,MG,https://arte.estadao.com.br/public/placar/img/voter/204515.jpg
General Peternelli,General Peternelli ,PSL,SP,https://arte.estadao.com.br/public/placar/img/voter/204484.jpg
Não quis responder,Pastor Sargento Isidório ,Avante,BA,https://arte.estadao.com.br/public/placar/img/voter/204553.jpg
Não quis responder,Alex Manente ,Cidadania,SP,https://arte.estadao.com.br/public/placar/img/voter/178972.jpg
Não quis responder,Carmen Zanotto ,Cidadania,SC,https://arte.estadao.com.br/public/placar/img/voter/164360.jpg
Não quis responder,Da Vitoria ,Cidadania,ES,https://arte.estadao.com.br/public/placar/img/voter/204355.jpg
Não quis responder,Paula Belmonte ,Cidadania,DF,https://arte.estadao.com.br/public/placar/img/voter/204377.jpg
Não quis responder,Bilac Pinto ,DEM,MG,https://arte.estadao.com.br/public/placar/img/voter/141513.jpg
Não quis responder,Fernando Coelho Filho ,DEM,PE,https://arte.estadao.com.br/public/placar/img/voter/141431.jpg
Não quis responder,Hélio Leite ,DEM,PA,https://arte.estadao.com.br/public/placar/img/voter/178909.jpg
Não quis responder,Jose Mario Schreiner ,DEM,GO,https://arte.estadao.com.br/public/placar/img/voter/204386.jpg
Não quis responder,Juscelino Filho ,DEM,MA,https://arte.estadao.com.br/public/placar/img/voter/178886.jpg
Não quis responder,Kim Kataguiri ,DEM,SP,https://arte.estadao.com.br/public/placar/img/voter/204536.jpg
Não quis responder,Olival Marques ,DEM,PA,https://arte.estadao.com.br/public/placar/img/voter/204498.jpg
Não quis responder,Paulo Azi ,DEM,BA,https://arte.estadao.com.br/public/placar/img/voter/178860.jpg
Não quis responder,Sóstenes Cavalcante ,DEM,RJ,https://arte.estadao.com.br/public/placar/img/voter/178947.jpg
Não quis responder,Gutemberg Reis ,MDB,RJ,https://arte.estadao.com.br/public/placar/img/voter/204456.jpg
Não quis responder,Jéssica Sales ,MDB,AC,https://arte.estadao.com.br/public/placar/img/voter/178839.jpg
Não quis responder,Newton Cardoso Jr ,MDB,MG,https://arte.estadao.com.br/public/placar/img/voter/178896.jpg
Não quis responder,Professora Marcivania ,PCdoB,AP,https://arte.estadao.com.br/public/placar/img/voter/160641.jpg
Não quis responder,Alex Santana ,PDT,BA,https://arte.estadao.com.br/public/placar/img/voter/204571.jpg
Não quis responder,Damião Feliciano ,PDT,PB,https://arte.estadao.com.br/public/placar/img/voter/74467.jpg
Não quis responder,Fábio Henrique ,PDT,SE,https://arte.estadao.com.br/public/placar/img/voter/68720.jpg
Não quis responder,Flávia Morais ,PDT,GO,https://arte.estadao.com.br/public/placar/img/voter/160598.jpg
Não quis responder,Flávio Nogueira ,PDT,PI,https://arte.estadao.com.br/public/placar/img/voter/191923.jpg
Não quis responder,Idilvan Alencar ,PDT,CE,https://arte.estadao.com.br/public/placar/img/voter/204533.jpg
Não quis responder,Leônidas Cristino ,PDT,CE,https://arte.estadao.com.br/public/placar/img/voter/74299.jpg
Não quis responder,Paulo Ramos ,PDT,RJ,https://arte.estadao.com.br/public/placar/img/voter/133968.jpg
Não quis responder,Pompeo de Mattos ,PDT,RS,https://arte.estadao.com.br/public/placar/img/voter/73486.jpg
Não quis responder,Robério Monteiro ,PDT,CE,https://arte.estadao.com.br/public/placar/img/voter/204489.jpg
Não quis responder,Silvia Cristina ,PDT,RO,https://arte.estadao.com.br/public/placar/img/voter/204360.jpg
Não quis responder,Subtenente Gonzaga ,PDT,MG,https://arte.estadao.com.br/public/placar/img/voter/177282.jpg
Não quis responder,Christiane de Souza Yared ,PL,PR,https://arte.estadao.com.br/public/placar/img/voter/178928.jpg
Não quis responder,Gorete Pereira ,PL,CE,https://arte.estadao.com.br/public/placar/img/voter/129618.jpg
Não quis responder,Josimar Maranhãozinho ,PL,MA,https://arte.estadao.com.br/public/placar/img/voter/204563.jpg
Não quis responder,Junior Lourenço ,PL,MA,https://arte.estadao.com.br/public/placar/img/voter/204574.jpg
Não quis responder,Paulo Freire Costa ,PL,SP,https://arte.estadao.com.br/public/placar/img/voter/160558.jpg
Não quis responder,Tiririca ,PL,SP,https://arte.estadao.com.br/public/placar/img/voter/160976.jpg
Não quis responder,Igor Timo ,PODE,MG,https://arte.estadao.com.br/public/placar/img/voter/204508.jpg
Não quis responder,Josivaldo JP ,PODE,MA,https://arte.estadao.com.br/public/pages/dn/gz/q7/0e/o2/40/outros-candidatos.png
Não quis responder,Léo Moraes ,PODE,RO,https://arte.estadao.com.br/public/placar/img/voter/204359.jpg
Não quis responder,Toninho Wandscheer ,PROS,PR,https://arte.estadao.com.br/public/placar/img/voter/178934.jpg
Não quis responder,Uldurico Junior ,PROS,BA,https://arte.estadao.com.br/public/placar/img/voter/178863.jpg
Não quis responder,Weliton Prado ,PROS,MG,https://arte.estadao.com.br/public/placar/img/voter/160518.jpg
Não quis responder,Aliel Machado ,PSB,PR,https://arte.estadao.com.br/public/placar/img/voter/178927.jpg
Não quis responder,Cássio Andrade ,PSB,PA,https://arte.estadao.com.br/public/placar/img/voter/204499.jpg
Não quis responder,Danilo Cabral ,PSB,PE,https://arte.estadao.com.br/public/placar/img/voter/160528.jpg
Não quis responder,Luciano Ducci ,PSB,PR,https://arte.estadao.com.br/public/placar/img/voter/178931.jpg
Não quis responder,Ricardo Silva ,PSB,SP,https://arte.estadao.com.br/public/placar/img/voter/213274.jpg
Não quis responder,Rodrigo Coelho ,PSB,SC,https://arte.estadao.com.br/public/placar/img/voter/204366.jpg
Não quis responder,Rosana Valle ,PSB,SP,https://arte.estadao.com.br/public/placar/img/voter/204525.jpg
Não quis responder,Euclydes Pettersen ,PSC,MG,https://arte.estadao.com.br/public/placar/img/voter/204482.jpg
Não quis responder,Charles Fernandes ,PSD,BA,https://arte.estadao.com.br/public/placar/img/voter/205476.jpg
Não quis responder,Danrlei de Deus Hinterholz ,PSD,RS,https://arte.estadao.com.br/public/placar/img/voter/160552.jpg
Não quis responder,Fábio Trad ,PSD,MS,https://arte.estadao.com.br/public/placar/img/voter/160587.jpg
Não quis responder,Ricardo Guidi ,PSD,SC,https://arte.estadao.com.br/public/placar/img/voter/204362.jpg
Não quis responder,Sargento Fahur ,PSD,PR,https://arte.estadao.com.br/public/placar/img/voter/204387.jpg
Não quis responder,Aécio Neves ,PSDB,MG,https://arte.estadao.com.br/public/placar/img/voter/74646.jpg
Não quis responder,Bruna Furlan ,PSDB,SP,https://arte.estadao.com.br/public/placar/img/voter/160589.jpg
Não quis responder,Célio Silveira ,PSDB,GO,https://arte.estadao.com.br/public/placar/img/voter/178876.jpg
Não quis responder,Daniel Trzeciak ,PSDB,RS,https://arte.estadao.com.br/public/placar/img/voter/204409.jpg
Não quis responder,Danilo Forte ,PSDB,CE,https://arte.estadao.com.br/public/placar/img/voter/62881.jpg
Não quis responder,Domingos Sávio ,PSDB,MG,https://arte.estadao.com.br/public/placar/img/voter/160758.jpg
Não quis responder,Geovania de Sá ,PSDB,SC,https://arte.estadao.com.br/public/placar/img/voter/178966.jpg
Não quis responder,Lucas Redecker ,PSDB,RS,https://arte.estadao.com.br/public/placar/img/voter/204404.jpg
Não quis responder,Nilson Pinto ,PSDB,PA,https://arte.estadao.com.br/public/placar/img/voter/74352.jpg
Não quis responder,Paulo Abi-Ackel ,PSDB,MG,https://arte.estadao.com.br/public/placar/img/voter/141516.jpg
Não quis responder,Pedro Vilela ,PSDB,AL,https://arte.estadao.com.br/public/placar/img/voter/178844.jpg
Não quis responder,Ruy Carneiro ,PSDB,PB,https://arte.estadao.com.br/public/placar/img/voter/160635.jpg
Não quis responder,Shéridan ,PSDB,RR,https://arte.estadao.com.br/public/placar/img/voter/178961.jpg
Não quis responder,Tereza Nelma ,PSDB,AL,https://arte.estadao.com.br/public/placar/img/voter/204466.jpg
Não quis responder,Abou Anni ,PSL,SP,https://arte.estadao.com.br/public/placar/img/voter/204521.jpg
Não quis responder,Charlles Evangelista ,PSL,MG,https://arte.estadao.com.br/public/placar/img/voter/204490.jpg
Não quis responder,Delegado Marcelo Freitas ,PSL,MG,https://arte.estadao.com.br/public/placar/img/voter/204512.jpg
Não quis responder,Delegado Pablo ,PSL,AM,https://arte.estadao.com.br/public/placar/img/voter/204569.jpg
Não quis responder,Fabio Schiochet ,PSL,SC,https://arte.estadao.com.br/public/placar/img/voter/204368.jpg
Não quis responder,Felício Laterça ,PSL,RJ,https://arte.estadao.com.br/public/placar/img/voter/204477.jpg
Não quis responder,Felipe Francischini ,PSL,PR,https://arte.estadao.com.br/public/placar/img/voter/204398.jpg
Não quis responder,Gurgel ,PSL,RJ,https://arte.estadao.com.br/public/placar/img/voter/204442.jpg
Não quis responder,Joice Hasselmann ,PSL,SP,https://arte.estadao.com.br/public/placar/img/voter/204546.jpg
Não quis responder,Julian Lemos ,PSL,PB,https://arte.estadao.com.br/public/placar/img/voter/204420.jpg
Não quis responder,Loester Trutis ,PSL,MS,https://arte.estadao.com.br/public/placar/img/voter/204382.jpg
Não quis responder,Nereu Crispim ,PSL,RS,https://arte.estadao.com.br/public/placar/img/voter/204415.jpg
Não quis responder,Professor Joziel ,PSL,RJ,https://arte.estadao.com.br/public/placar/img/voter/204446.jpg
Não quis responder,Professora Dayane Pimentel ,PSL,BA,https://arte.estadao.com.br/public/placar/img/voter/204565.jpg
Não quis responder,David Miranda ,PSOL,RJ,https://arte.estadao.com.br/public/placar/img/voter/205548.jpg
Não quis responder,Helder Salomão ,PT,ES,https://arte.estadao.com.br/public/placar/img/voter/178873.jpg
Não quis responder,Henrique Fontana ,PT,RS,https://arte.estadao.com.br/public/placar/img/voter/73482.jpg
Não quis responder,Marcon ,PT,RS,https://arte.estadao.com.br/public/placar/img/voter/160535.jpg
Não quis responder,Natália Bonavides ,PT,RN,https://arte.estadao.com.br/public/placar/img/voter/204453.jpg
Não quis responder,Padre João ,PT,MG,https://arte.estadao.com.br/public/placar/img/voter/160556.jpg
Não quis responder,Paulo Guedes ,PT,MG,https://arte.estadao.com.br/public/placar/img/voter/204492.jpg
Não quis responder,Paulo Pimenta ,PT,RS,https://arte.estadao.com.br/public/placar/img/voter/74400.jpg
Não quis responder,Pedro Uczai ,PT,SC,https://arte.estadao.com.br/public/placar/img/voter/160604.jpg
Não quis responder,Rogério Correia ,PT,MG,https://arte.estadao.com.br/public/placar/img/voter/204480.jpg
Não quis responder,Vander Loubet ,PT,MS,https://arte.estadao.com.br/public/placar/img/voter/74376.jpg
Não quis responder,Zé Carlos ,PT,MA,https://arte.estadao.com.br/public/placar/img/voter/178889.jpg
Não quis responder,Zé Neto ,PT,BA,https://arte.estadao.com.br/public/placar/img/voter/204559.jpg
Não quis responder,Zeca Dirceu ,PT,PR,https://arte.estadao.com.br/public/placar/img/voter/160592.jpg
Não quis responder,Eduardo Costa ,PTB,PA,https://arte.estadao.com.br/public/placar/img/voter/204500.jpg
Não quis responder,Emanuel Pinheiro Neto ,PTB,MT,https://arte.estadao.com.br/public/placar/img/voter/198783.jpg
Não quis responder,Maurício Dziedricki ,PTB,RS,https://arte.estadao.com.br/public/placar/img/voter/75431.jpg
Não quis responder,Nivaldo Albuquerque ,PTB,AL,https://arte.estadao.com.br/public/placar/img/voter/194260.jpg
Não quis responder,Pedro Augusto Bezerra ,PTB,CE,https://arte.estadao.com.br/public/placar/img/voter/90201.jpg
Não quis responder,Pedro Lucas Fernandes ,PTB,MA,https://arte.estadao.com.br/public/placar/img/voter/122974.jpg
Não quis responder,Santini ,PTB,RS,https://arte.estadao.com.br/public/placar/img/voter/90842.jpg
Não quis responder,Wilson Santiago ,PTB,PB,https://arte.estadao.com.br/public/placar/img/voter/74044.jpg
Não quis responder,Leandre ,PV,PR,https://arte.estadao.com.br/public/placar/img/voter/178832.jpg
Não quis responder,Augusto Coutinho ,Solidariedade,PE,https://arte.estadao.com.br/public/placar/img/voter/160665.jpg
Não quis responder,Aureo Ribeiro ,Solidariedade,RJ,https://arte.estadao.com.br/public/placar/img/voter/160512.jpg
Não quis responder,Dr. Leonardo ,Solidariedade,MT,https://arte.estadao.com.br/public/placar/img/voter/204439.jpg
Não quis responder,Genecias Noronha ,Solidariedade,CE,https://arte.estadao.com.br/public/placar/img/voter/160669.jpg
Não quis responder,Lucas Vergilio ,Solidariedade,GO,https://arte.estadao.com.br/public/placar/img/voter/178879.jpg
Não foi encontrado,Igor Kannário ,DEM,BA,https://arte.estadao.com.br/public/placar/img/voter/204564.jpg
Não foi encontrado,Marlon Santos ,PDT,RS,https://arte.estadao.com.br/public/placar/img/voter/204403.jpg
Não foi encontrado,Luiz Antônio Corrêa ,PL,RJ,https://arte.estadao.com.br/public/placar/img/voter/204448.jpg
Não foi encontrado,Acácio Favacho ,PROS,AP,https://arte.estadao.com.br/public/placar/img/voter/204379.jpg
Não foi encontrado,Vaidon Oliveira ,PROS,CE,https://arte.estadao.com.br/public/placar/img/voter/195866.jpg
Não foi encontrado,Emidinho Madeira ,PSB,MG,https://arte.estadao.com.br/public/placar/img/voter/161550.jpg
Não foi encontrado,Jefferson Campos ,PSB,SP,https://arte.estadao.com.br/public/placar/img/voter/74273.jpg
Não foi encontrado,Mariana Carvalho ,PSDB,RO,https://arte.estadao.com.br/public/placar/img/voter/178956.jpg
Não foi encontrado,Célio Moura ,PT,TO,https://arte.estadao.com.br/public/placar/img/voter/204370.jpg
Não foi encontrado,José Airton Félix Cirilo ,PT,CE,https://arte.estadao.com.br/public/placar/img/voter/141464.jpg
